equipo,jugador,position,minutos,partidos,titularidades,goles,asistencias,pases_totales,recuperaciones,duelos_ganados,entradas_ganadas,intercepciones,indice_ofensivo,indice_progresion,indice_defensivo,indice_total_jugador,rol_tactico,lectura_dashboard
Sevilla,Andrés Castrín,Defender,731.0,12.0,7.0,0.0,0.0,485.0,40.0,44.0,9.0,11.0,1.01,12.12,19.73,10.51,Rotación / impacto bajo,"Andrés Castrín (Sevilla) aparece como rotación / impacto bajo, con índice total 10.51. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Rodrigo Riquelme,Midfielder,644.0,19.0,7.0,0.0,1.0,263.0,42.0,30.0,6.0,3.0,8.98,12.07,10.29,10.46,Rotación / impacto bajo,"Rodrigo Riquelme (Betis) aparece como rotación / impacto bajo, con índice total 10.46. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Marc Bernal,Midfielder,527.0,17.0,6.0,2.0,1.0,392.0,18.0,45.0,13.0,6.0,7.16,10.35,13.99,10.32,Rotación / impacto bajo,"Marc Bernal (Barcelona) aparece como rotación / impacto bajo, con índice total 10.32. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,G. Rodríguez,Midfielder,588.0,8.0,6.0,2.0,0.0,367.0,38.0,56.0,17.0,3.0,4.33,9.96,17.65,10.3,Rotación / impacto bajo,"G. Rodríguez (Valencia) aparece como rotación / impacto bajo, con índice total 10.30. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Julen Agirrezabala,Goalkeeper,1620.0,18.0,18.0,0.0,0.0,494.0,134.0,10.0,1.0,0.0,0.22,16.13,15.14,10.27,Rotación / impacto bajo,"Julen Agirrezabala (Valencia) aparece como rotación / impacto bajo, con índice total 10.27. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Santi Cazorla,Midfielder,625.0,21.0,4.0,0.0,1.0,365.0,43.0,35.0,6.0,1.0,6.97,13.53,10.13,10.21,Rotación / impacto bajo,"Santi Cazorla (Oviedo) aparece como rotación / impacto bajo, con índice total 10.21. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,E. Bailly,Defender,864.0,10.0,10.0,1.0,0.0,414.0,35.0,47.0,5.0,10.0,2.25,11.0,18.23,10.11,Rotación / impacto bajo,"E. Bailly (Oviedo) aparece como rotación / impacto bajo, con índice total 10.11. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Víctor García,Defender,768.0,16.0,9.0,0.0,1.0,220.0,43.0,45.0,7.0,9.0,7.79,7.67,15.54,10.08,Rotación / impacto bajo,"Víctor García (Levante) aparece como rotación / impacto bajo, con índice total 10.08. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Dani Calvo,Defender,1069.0,14.0,11.0,0.0,0.0,518.0,24.0,48.0,9.0,7.0,0.52,10.28,21.01,10.08,Rotación / impacto bajo,"Dani Calvo (Oviedo) aparece como rotación / impacto bajo, con índice total 10.08. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Manu Fernández,Defender,714.0,13.0,9.0,0.0,0.0,491.0,31.0,27.0,9.0,7.0,0.45,15.89,14.09,9.95,Rotación / impacto bajo,"Manu Fernández (Celta) aparece como rotación / impacto bajo, con índice total 9.95. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Gerard Gumbau,Midfielder,767.0,21.0,10.0,0.0,1.0,311.0,34.0,32.0,11.0,6.0,7.11,9.22,13.95,9.9,Rotación / impacto bajo,"Gerard Gumbau (Rayo Vallecano) aparece como rotación / impacto bajo, con índice total 9.90. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,J. Firpo,Defender,676.0,10.0,8.0,0.0,1.0,321.0,21.0,45.0,12.0,8.0,5.02,9.24,15.84,9.74,Rotación / impacto bajo,"J. Firpo (Betis) aparece como rotación / impacto bajo, con índice total 9.74. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Borja Mayoral,Forward,1044.0,14.0,12.0,4.0,0.0,255.0,32.0,33.0,4.0,5.0,10.14,8.94,9.97,9.67,Rotación / impacto bajo,"Borja Mayoral (Getafe) aparece como rotación / impacto bajo, con índice total 9.67. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Rubén Sánchez,Defender,496.0,15.0,4.0,0.0,1.0,234.0,36.0,36.0,6.0,9.0,3.74,11.73,14.04,9.62,Rotación / impacto bajo,"Rubén Sánchez (Espanyol) aparece como rotación / impacto bajo, con índice total 9.62. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Ramon Terrats,Midfielder,724.0,22.0,8.0,1.0,1.0,199.0,27.0,51.0,8.0,9.0,7.54,7.46,14.32,9.54,Rotación / impacto bajo,"Ramon Terrats (Espanyol) aparece como rotación / impacto bajo, con índice total 9.54. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Jofre Carreras,Forward,790.0,22.0,8.0,1.0,0.0,177.0,34.0,46.0,5.0,5.0,7.62,9.21,11.89,9.46,Rotación / impacto bajo,"Jofre Carreras (Espanyol) aparece como rotación / impacto bajo, con índice total 9.46. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Unai Elgezabal,Defender,958.0,12.0,11.0,1.0,0.0,409.0,28.0,45.0,4.0,3.0,2.77,11.14,15.09,9.4,Rotación / impacto bajo,"Unai Elgezabal (Levante) aparece como rotación / impacto bajo, con índice total 9.40. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Villareal,Ayoze Pérez,Forward,819.0,18.0,9.0,2.0,0.0,180.0,16.0,55.0,10.0,4.0,8.37,7.9,12.28,9.38,Rotación / impacto bajo,"Ayoze Pérez (Villareal) aparece como rotación / impacto bajo, con índice total 9.38. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Iker Losada,Forward,686.0,18.0,9.0,3.0,1.0,183.0,24.0,20.0,8.0,9.0,10.86,6.17,11.35,9.36,Rotación / impacto bajo,"Iker Losada (Levante) aparece como rotación / impacto bajo, con índice total 9.36. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Iker Losada,Midfielder,686.0,18.0,9.0,3.0,1.0,183.0,24.0,20.0,8.0,9.0,10.86,6.17,11.35,9.36,Rotación / impacto bajo,"Iker Losada (Betis) aparece como rotación / impacto bajo, con índice total 9.36. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,L. Sučić,Midfielder,641.0,15.0,7.0,2.0,1.0,287.0,27.0,32.0,4.0,3.0,8.51,10.48,8.95,9.33,Rotación / impacto bajo,"L. Sučić (Real sociedad) aparece como rotación / impacto bajo, con índice total 9.33. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,N. Fonseca,Midfielder,600.0,13.0,6.0,0.0,0.0,340.0,30.0,39.0,17.0,10.0,0.82,10.61,17.63,9.29,Rotación / impacto bajo,"N. Fonseca (Oviedo) aparece como rotación / impacto bajo, con índice total 9.29. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,Ander Guevara,Midfielder,555.0,20.0,2.0,1.0,0.0,375.0,35.0,37.0,8.0,7.0,2.48,11.07,14.57,9.11,Rotación / impacto bajo,"Ander Guevara (Alaves) aparece como rotación / impacto bajo, con índice total 9.11. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,Gonzalo García,Forward,665.0,23.0,6.0,4.0,0.0,185.0,20.0,34.0,6.0,3.0,12.24,6.02,8.73,9.01,Rotación / impacto bajo,"Gonzalo García (Real Madrid) aparece como rotación / impacto bajo, con índice total 9.01. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Kareem Tunde,Forward,864.0,14.0,12.0,0.0,1.0,156.0,37.0,52.0,11.0,11.0,5.32,5.32,17.14,8.87,Rotación / impacto bajo,"Kareem Tunde (Levante) aparece como rotación / impacto bajo, con índice total 8.87. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,S. Dimitrievski,Goalkeeper,1080.0,12.0,12.0,0.0,0.0,380.0,109.0,5.0,0.0,0.0,0.0,16.05,10.27,8.7,Rotación / impacto bajo,"S. Dimitrievski (Valencia) aparece como rotación / impacto bajo, con índice total 8.70. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Ángel Ortiz,Defender,582.0,13.0,7.0,0.0,0.0,250.0,29.0,44.0,18.0,3.0,2.29,9.13,15.58,8.67,Rotación / impacto bajo,"Ángel Ortiz (Betis) aparece como rotación / impacto bajo, con índice total 8.67. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Jesús Vázquez,Defender,731.0,17.0,5.0,0.0,0.0,265.0,40.0,48.0,8.0,2.0,2.84,9.78,14.08,8.64,Rotación / impacto bajo,"Jesús Vázquez (Valencia) aparece como rotación / impacto bajo, con índice total 8.64. Su perfil permite valorar impacto individual dentro del modelo colectivo."
